login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
Mojang,Mojang/DataFixerUpper,2018-06-28T11:18:13Z,1187,1187,Java,false,false,mit
Mojang,Mojang/glslang,2022-02-14T07:42:53Z,2,2,null,true,true,other
Mojang,Mojang/FakeIt,2018-06-26T17:19:17Z,5,5,C++,true,true,mit
Mojang,Mojang/auto-reviewer-labeler-action,2024-04-05T00:46:20Z,0,0,TypeScript,true,true,apache-2.0
Mojang,Mojang/auto-request-review,2024-01-25T23:42:07Z,0,0,JavaScript,true,true,mit
Mojang,Mojang/magic_enum,2022-02-11T17:34:57Z,2,2,C++,true,false,mit
Mojang,Mojang/leveldb,2019-03-05T21:18:03Z,15,15,C++,true,false,bsd-3-clause
Mojang,Mojang/minecraft-editor,2022-08-31T16:18:39Z,264,264,null,false,false,mit
Mojang,Mojang/fcpp,2018-10-17T15:54:41Z,3,3,C,true,true,bsd-3-clause
Mojang,Mojang/legends-blockbench-plugin,2023-06-30T17:14:50Z,8,8,JavaScript,true,true,mit
Mojang,Mojang/t-component,2019-10-22T13:38:39Z,17,17,TypeScript,true,true,mit
Mojang,Mojang/i18n-scripts,2019-10-22T09:32:17Z,9,9,JavaScript,true,true,mit
Mojang,Mojang/concurrentqueue,2017-10-05T20:51:24Z,5,5,C++,true,true,other
Mojang,Mojang/upgrade_mutex,2018-10-12T20:40:10Z,2,2,C++,true,true,null
Mojang,Mojang/LegacyUnifont,2023-02-01T10:47:58Z,10,10,C,false,false,other
Mojang,Mojang/web-theme-bootstrap,2018-06-19T09:54:50Z,132,132,SCSS,true,true,other
Mojang,Mojang/acpplinter,2019-10-18T22:26:23Z,2,2,Rust,true,true,null
Mojang,Mojang/Spoon-Knife,2021-03-11T21:22:36Z,2,2,null,true,true,null
Mojang,Mojang/EducationContent,2020-02-19T21:05:33Z,35,35,TypeScript,true,true,null
Mojang,Mojang/freetype2,2019-03-29T23:31:25Z,2,2,C,true,true,null
Mojang,Mojang/libjpeg,2019-07-26T21:13:25Z,3,3,C,true,true,null
Mojang,Mojang/redux-persist-01,2021-08-31T08:43:06Z,1,1,JavaScript,true,true,mit
Mojang,Mojang/xtl,2022-04-20T18:16:56Z,0,0,null,true,true,bsd-3-clause
Mojang,Mojang/QR-Code-generator,2022-01-19T22:20:54Z,4,4,null,true,false,null
Mojang,Mojang/rapidjson,2021-09-07T16:47:30Z,2,2,C++,true,true,other
Mojang,Mojang/react-native-0.64,2021-08-31T08:01:38Z,2,2,JavaScript,true,true,mit
Mojang,Mojang/poc_precompiled_headers,2021-08-05T18:21:53Z,2,2,C++,true,true,null
Mojang,Mojang/POC_TIME_TRACE_FLAG,2021-06-23T05:25:05Z,1,1,C++,true,true,null
Mojang,Mojang/git-parameter-plugin,2021-03-11T10:01:53Z,2,2,Java,true,false,null
Mojang,Mojang/Remotery,2021-03-26T00:09:53Z,2,2,null,true,false,apache-2.0
Mojang,Mojang/meta,2020-02-03T21:06:30Z,2,2,C++,true,true,mit
Mojang,Mojang/SFAT-Data-Explorer,2020-02-14T23:53:49Z,2,2,C++,true,true,null
Mojang,Mojang/cortex-v2-example,2020-07-10T16:18:05Z,2,2,C#,true,true,mit
Mojang,Mojang/azure-notificationhubs-ios,2020-05-18T21:22:50Z,2,2,null,true,true,apache-2.0
Mojang,Mojang/breakpad,2020-05-08T21:59:45Z,6,6,C++,true,true,other
Mojang,Mojang/geojson2fbx,2020-02-14T22:50:40Z,4,4,null,true,true,null
Mojang,Mojang/PaintScan,2020-01-28T22:02:01Z,10,10,Java,true,true,null
Mojang,Mojang/PaintScanAR,2020-01-29T23:02:06Z,2,2,Java,true,true,null
Mojang,Mojang/kiwigrid-helm-charts,2020-01-31T12:11:54Z,2,2,null,true,false,mit
Mojang,Mojang/azure-notificationhubs,2018-10-15T19:54:56Z,3,3,Objective-C,true,true,apache-2.0
Mojang,Mojang/cpprestsdk,2018-09-13T21:49:38Z,4,4,null,true,true,other
Mojang,Mojang/jsoncpp,2019-04-23T11:00:56Z,8,8,C++,true,true,other
Mojang,Mojang/googletest,2019-04-05T16:58:56Z,2,2,C++,true,false,bsd-3-clause
Mojang,Mojang/logging-log4j2,2019-02-28T17:01:23Z,3,3,Java,true,false,apache-2.0
Mojang,Mojang/Sift,2014-10-10T08:22:41Z,146,146,JavaScript,true,false,mit
Mojang,Mojang/cotire,2019-02-01T18:27:30Z,4,4,CMake,true,true,mit
Mojang,Mojang/sloedeployinfra,2018-11-12T23:21:20Z,3,3,PowerShell,true,true,null
Mojang,Mojang/aws-elasticache-cluster-client-memcached-for-java,2016-04-20T11:49:42Z,2,2,Java,true,false,other
Mojang,Mojang/appboy-ios-sdk,2018-10-03T18:54:18Z,2,2,Objective-C,true,true,other
Mojang,Mojang/cef,2018-09-12T11:58:56Z,3,3,C++,true,true,other
Mojang,Mojang/mojang.github.io,2017-04-06T22:22:30Z,21,21,JavaScript,true,true,null
Mojang,Mojang/pdqsort,2017-06-30T20:10:56Z,5,5,C++,true,false,zlib
Mojang,Mojang/lwjgl,2014-12-19T09:38:21Z,16,16,Java,true,true,null
Mojang,Mojang/AccountsClient,2013-10-10T11:47:00Z,115,115,Java,true,true,null
Mojang,Mojang/brotli,2015-09-28T12:15:48Z,3,3,C,true,false,apache-2.0
Mojang,Mojang/nautical,2015-03-31T11:42:58Z,3,3,JavaScript,true,true,mit
Mojang,Mojang/gulp-jscs-custom,2015-03-25T09:50:35Z,2,2,JavaScript,true,true,mit
Mojang,Mojang/blixtser,2013-11-04T08:37:51Z,66,66,Java,true,true,mit
Mojang,Mojang/TextureEnder,2013-05-29T12:09:00Z,47,47,Java,true,true,null
Mojang,Mojang/jopt-simple,2013-05-02T10:07:31Z,5,5,Java,true,true,other
Mojang,Mojang/play,2012-04-29T13:15:39Z,13,13,Python,true,true,other
Mojang,Mojang/OrcaSettings,2013-03-21T15:25:54Z,3,3,null,true,false,null
Mojang,Mojang/stats.minecraft.net,2012-05-01T13:41:51Z,42,42,JavaScript,true,true,null
Mojang,Mojang/dcpu-16,2012-10-13T11:53:15Z,16,16,null,true,true,null
Mojang,Mojang/gelfj,2012-04-13T08:02:21Z,4,4,Java,true,true,other
